用户ID,作者ID,认证类型,粉丝数,微博数,信源级别,性别,精准地域
JRTT_开心宝贝,136817364186663,普通用户,0,0.0,未定义,无,内蒙古自治区
JRTT_影子阿香,6641097821, ,4860,1443.0,未定义,无,内蒙古自治区
JRTT_婉婉的小天地,1195865954858285,普通用户,0,0.0,未定义,无,内蒙古自治区
WB_驰名双标菌,6190405002,个人认证-金V,151725,22897.0,未定义,男,山东省
JRTT_自由自在1448714,56170693405, ,3424,3979.0,未定义,无,内蒙古自治区
KS_和言天下,3xas6dvu8dpfsjg,普通用户,0,,未定义,无,内蒙古自治区
JRTT_妙可梦梦,1239887524399629, ,0,,未定义,无,内蒙古自治区
JRTT_善于思考的大鹅,3389161012207386, ,0,,未定义,无,内蒙古自治区
WB_芙蓉营养师,2889419127,个人认证-橙V,1588705,63371.0,未定义,女,内蒙古自治区
JRTT_睿智汤姆2m6g,3544442328332062, ,0,,未定义,无,内蒙古自治区
WB_吴花果有果,5374752239,普通用户,264,4352.0,未定义,男,内蒙古自治区
WB_不能发芽的种子,1748349285,普通用户,132856,97660.0,未定义,女,内蒙古自治区
DY_@啧啧_哟哟,xwkk_lookat_here,其他认证,397,9731.0,未定义,无,内蒙古自治区
JRTT_独孤求欢,102526410306, ,0,0.0,未定义,无,内蒙古自治区
WB_春风超市女孩0099,7028255796,普通用户,2237,1968.0,未定义,女,四川省
JRTT_真真720,111136696847, ,0,,未定义,无,内蒙古自治区
WB_请以艾特之名召唤我,5433177959,普通用户,15,1315.0,未定义,女,四川省
JRTT_顶级云朵LaF,1269283614887421, ,0,,未定义,无,河北省
JRTT_河南小表妹,2078539298116500, ,0,,未定义,无,其他
WB_香菜甜兔,7268222970,普通用户,520,3231.0,未定义,女,其他
JRTT_每日一文567,2133476564805336, ,0,,未定义,无,内蒙古自治区
JRTT_翱翔蓝天DQOW,108908432715, ,90,48.0,未定义,无,内蒙古自治区
DY_?韩先生,Htx19881107,其他认证,5431,919.0,未定义,无,内蒙古自治区
WB_弱水三千只取一尿_饮,3929465600,普通用户,7087,8125.0,未定义,女,其他
WB_阿贵时评,3606949911,个人认证-橙V,5315720,67209.0,未定义,男,内蒙古自治区
WB_熟桃大屁股,5535629394,普通用户,6401,20552.0,未定义,女,其他
JRTT_柿柿如意,2421593249681788, ,0,,未定义,无,内蒙古自治区
WB_甄异禀__天灰,2620379465,普通用户,5,74147.0,未定义,女,其他
JRTT_流星雨军,80393537056, ,20,58.0,未定义,无,内蒙古自治区
JRTT_传辉top,1060372476071495,普通用户,2028,245.0,未定义,无,北京市
JRTT_玄月易经塔罗,53369497871, ,10855,107.0,未定义,无,内蒙古自治区
DY_用户6415323497940,21078681419,其他认证,1022,11686.0,未定义,无,内蒙古自治区
JRTT_尤点帅,2154672415849469, ,0,,未定义,无,上海市
WB_人间奇妙之旅,7433466645,个人认证-金V,319080,33593.0,未定义,男,内蒙古自治区
WB_hyrulepiggy,7826696107,普通用户,72,1305.0,未定义,女,其他
WB_消失Z77,6104228816,普通用户,69,11448.0,未定义,女,四川省
JRTT_毓睿,81425939162, ,50,188.0,未定义,无,内蒙古自治区
JRTT_热情的风筝sI,958426393619133, ,0,,未定义,无,内蒙古自治区
WB_衝鋒号角,2343014623,个人认证-金V,921324,110596.0,未定义,女,内蒙古自治区
WB_纠结的一个圆,5968014705,普通用户,745,16707.0,未定义,女,其他
JRTT_端庄高山MKR,3967507191300478,普通用户,0,0.0,未定义,无,内蒙古自治区
WB_也生莎手,3187197124,个人认证-橙V,59320,28951.0,未定义,女,其他
WB_钢铁IQ,6432761982,普通用户,62,795.0,未定义,男,其他
WB_少萝蒂小火猴,7243244323,普通用户,2019,6191.0,未定义,男,其他
DY_野兽大师兄,23160885835,普通用户,0,1.0,未定义,无,内蒙古自治区
WB_·咚眠梦·,7904014682,普通用户,126,3208.0,未定义,女,内蒙古自治区
DY_陈杰,622037384,普通用户,162,,未定义,无,内蒙古自治区
WB_南疆狂侠娬铁锤,6697444177,普通用户,251,19081.0,未定义,男,其他
JRTT_极客杰西2H7C,160995321591160, ,0,,未定义,无,内蒙古自治区
JRTT_军临天下,3459503404877027, ,0,0.0,未定义,无,内蒙古自治区
KS_王爷 ?,3xd3rcupgq2qpc9,普通用户,313711,1581.0,未定义,无,内蒙古自治区
JRTT_陇南康县发布,4359824109,组织加V认证,18660,34429.0,地市,无,甘肃省
DY_《一航妈妈》哺乳期,dye1n531sgeg,其他认证,716,1634.0,未定义,无,内蒙古自治区
DY_唯一?命中?注定?????有你?,ZDLQY8408238321T,普通用户,327,131.0,未定义,无,内蒙古自治区
WB__夏盡時亡_,7817711741,普通用户,563,3993.0,未定义,男,其他
WB_snakeinmyboot,7827131200,普通用户,5,524.0,未定义,女,其他
WB_LuminousSky,5235842208,普通用户,76,14841.0,未定义,女,内蒙古自治区
WB_柠想有妙思_,3264430370,普通用户,271,82784.0,未定义,女,其他
JRTT_搬入春风暖,4040047717792611, ,0,,未定义,无,内蒙古自治区
JRTT_可乐不加冰,93115595817, ,0,,未定义,无,内蒙古自治区
JRTT_农村岚皋养羊李哥,109234814741, ,0,0.0,未定义,无,内蒙古自治区
DY_爱吃辣条的林影,174482771,普通用户,598,25.0,未定义,无,内蒙古自治区
JRTT_民间故事探索,2326212345601624, ,4905,590.0,未定义,无,内蒙古自治区
WB_Z有梦有坚持Y,6889497606,个人认证-橙V,110973,1044418.0,未定义,女,内蒙古自治区
JRTT_王子序墨,106664537985, ,0,,未定义,无,内蒙古自治区
WB_nishiki-nishiki,7833111834,普通用户,117,3465.0,未定义,女,内蒙古自治区
WB_绿茄茄茄子,5428530579,个人认证-橙V,121961,17194.0,未定义,女,其他
KS_-情妹妹.,3xfdrkxadek496e,普通用户,1650,9.0,未定义,无,内蒙古自治区
WB_天外微尘,3282659472,个人认证-橙V,52853,10198.0,未定义,男,山东省
WB_夏凝Queen,7740200583,个人认证-橙V,51530,49027.0,未定义,女,山东省
JRTT_认真的小红花O,2786575034358156, ,0,,未定义,无,北京市
JRTT_也祝吃西兰花,2261069283204588,普通用户,4748,815.0,未定义,无,内蒙古自治区
WYXW_大风文字, ,1000101,61101,6195.0,未定义,无,内蒙古自治区
JRTT_我会孤独终老,1770690105053739, ,0,,未定义,无,内蒙古自治区
JRTT_玲姐视野下的社会,785519307922090, ,0,,未定义,无,内蒙古自治区
JRTT_愉悦的雪梨IC,99423488604, ,0,,未定义,无,内蒙古自治区
JRTT_蓝心,2834973963591351,普通用户,0,0.0,未定义,无,内蒙古自治区
DY_笑迎晨光,xiaoyingchen63,普通用户,1746,2038.0,未定义,无,内蒙古自治区
JRTT_正大光明生活家9w4,981209803654798, ,0,,未定义,无,内蒙古自治区
WB_佛心蛊虫2,2144970240,普通用户,140049,61449.0,未定义,女,内蒙古自治区
WB_新浪湖北,2049389352,机构认证-团体,4167833,184645.0,未定义,女,内蒙古自治区
WB_Euphy是一只咩,2744209532,普通用户,820,40573.0,未定义,女,其他
KS_小天使支持良知,3xdtqjpfwjpmcii,普通用户,2096,280.0,未定义,无,内蒙古自治区
XHS_小怪兽,627197746, ,0,0.0,未定义,无,内蒙古自治区
JRTT_杨小杨518,2458971109071111, ,0,,未定义,无,内蒙古自治区
JRTT_宏一Talk,242366241055451,普通用户,0,31.0,未定义,无,内蒙古自治区
DY_乘风靠浪,OMG669966,普通用户,101,51.0,未定义,无,内蒙古自治区
JRTT_温家二小姐爱八卦,111113820379, ,0,,未定义,无,内蒙古自治区
JRTT_爱生活的小咪,3468290571643516, ,0,,未定义,无,内蒙古自治区
JRTT_春天的美好,292931963716841, ,0,,未定义,无,内蒙古自治区
JRTT_涛声依旧lli,1165108701042167, ,9,10.0,未定义,无,内蒙古自治区
JRTT_韩柏,6315436488,普通用户,0,0.0,未定义,无,内蒙古自治区
JRTT_天若初情,2826214588023289,普通用户,0,0.0,未定义,无,其他
JRTT_原野上的骆驼刺,5959992410, ,1295,10586.0,未定义,无,内蒙古自治区
WB_贺兰小拨,1847378977,普通用户,241,18683.0,未定义,女,内蒙古自治区
WB_你说得对但是小狗不吃胡萝卜,5969641779,个人认证-橙V,3200,2393.0,未定义,女,四川省
JRTT_易风杂谈,4198406809464955, ,0,,未定义,无,其他
JRTT_60后阿姨爱生活,75815881859, ,149,89.0,未定义,无,重庆市
DY_Foreigners in China,96780344008,普通用户,30,66.0,未定义,无,浙江省
JRTT_小小肥肥杭杭,1420207771365144, ,193,411.0,未定义,无,内蒙古自治区
WB_神荔綾人,7686206891,个人认证-橙V,1758,11312.0,未定义,男,内蒙古自治区
DY_米姐?,dyqz2gx6ht8j,其他认证,3724,353.0,未定义,无,内蒙古自治区
DY_张思雨,72749713370,其他认证,354,54.0,未定义,无,内蒙古自治区
WB_何嘟嘟嘟丶,6627601019,个人认证-橙V,54002,27602.0,未定义,男,其他
WB_衰颓诗,5448586261,个人认证-橙V,25737,21653.0,未定义,女,其他
WB_小七的宅窝,6431791857,普通用户,129,15810.0,未定义,男,内蒙古自治区
WB_晓磊,1283431191,个人认证-金V,14731587,56048.0,未定义,男,内蒙古自治区
JRTT_美玲情怀馆,1462773903003312, ,0,,未定义,无,重庆市
JRTT_源源妈妈,242333112868407, ,0,,未定义,无,内蒙古自治区
JRTT_无双柑桔,527393669520600, ,1288,18885.0,未定义,无,内蒙古自治区
WYXW_半夏吃瓜妹, , ,156,81.0,未定义,无,内蒙古自治区
JRTT_快乐的豆花,468839603377684, ,0,0.0,未定义,无,内蒙古自治区
JRTT_望月,750304371678649, ,0,,未定义,无,内蒙古自治区
JRTT_咆哮的泡泡166评论,2742642228, ,0,,未定义,无,内蒙古自治区
JRTT_蔷薇xxpp,51775361146, ,14515,7502.0,未定义,无,内蒙古自治区
WB_kkkwsedovozzifc,7035814183,个人认证-橙V,132748,23582.0,未定义,男,其他
JRTT_不能遗忘的历史,4086200125111032, ,0,,未定义,无,内蒙古自治区
DY_没??水的鱼,82335926284,普通用户,16,0.0,未定义,无,内蒙古自治区
DY_昱子的抖音,yuzilife,普通用户,5474,467.0,未定义,无,内蒙古自治区
DY_北漂磨刀匠牟志强,2192683550,其他认证,1673,73.0,未定义,无,内蒙古自治区
JRTT_幸福奶酪,1909229565774734, ,0,,未定义,无,内蒙古自治区
DY_淸淺????的瓷器,CiQiFang,其他认证,897,633.0,未定义,无,内蒙古自治区
WB_九三樊,5617251118,个人认证-橙V,405761,217471.0,未定义,男,内蒙古自治区
JRTT_丫丫剧场哇,1455342067131267,普通用户,0,0.0,未定义,无,内蒙古自治区
JRTT_爱意随风起,2650275702902346, ,0,,未定义,无,内蒙古自治区
JRTT_小李子侃事儿,4322882262152040, ,30,7.0,未定义,无,内蒙古自治区
WB_安逸不吃冰,1908070307,普通用户,1942,2742.0,未定义,女,其他
WB_简直笑哭了,1720464350,个人认证-金V,1847656,94346.0,未定义,男,内蒙古自治区
WB_风清颂,2204116410,个人认证-金V,1710222,39355.0,未定义,男,内蒙古自治区
WB_皮皮和球球的微博,2060091857,个人认证-橙V,130815,4797.0,未定义,男,其他
WB_濸井奈,1475696403,普通用户,454,14747.0,未定义,女,内蒙古自治区
VX_爱上早读,izaodu8, ,0,,未定义,无,江西省
JRTT_平安如意,93501420192, ,4,7.0,未定义,无,内蒙古自治区
JRTT_欧阳且,4459208464138440, ,17,9.0,未定义,无,四川省
JRTT_刘长玉,92723494664, ,12553,7530.0,未定义,无,内蒙古自治区
JRTT_月球上的动物园,3280554108652367,普通用户,0,0.0,未定义,无,内蒙古自治区
JRTT_很久很久的故事,66109676347,普通用户,53,45.0,未定义,无,内蒙古自治区
JRTT_熙熙很爱笑,99423237190323, ,0,,未定义,无,内蒙古自治区
DY_? ???????难得??糊?涂???,xinyue20181013,普通用户,1077,0.0,未定义,无,江苏省
WB_酸劲智慧老鼠浓菜汤,7744307828,普通用户,86,11485.0,未定义,女,四川省
KS_湖南普法,3xfa6574zcsww2g,机构认证,0,0.0,省级,无,湖南省
JRTT_徐个愿,100009089665,普通用户,1079,790.0,未定义,无,河南省
JRTT_多莉财财,1777230349646016, ,0,0.0,未定义,无,内蒙古自治区
JRTT_朴实小羊2N,3759968195450029,普通用户,0,0.0,未定义,无,内蒙古自治区
WB_何瑄颖yiny,7773792436,个人认证-橙V,21011,44428.0,未定义,女,其他
JRTT_淡泊的波哥,2686803513972236,普通用户,0,0.0,未定义,无,内蒙古自治区
WB_得意的风风风风,6799218332,个人认证-橙V,18637,24048.0,未定义,女,四川省
JRTT_手机用户18177477014,18177477014, ,0,0.0,未定义,无,内蒙古自治区
WB_看我微博给我交钱,6022304558,普通用户,5,864.0,未定义,女,四川省
WB_能别发疯吗,5905778772,普通用户,40,2577.0,未定义,女,四川省
WB_卧槽那我先去世了,7159202759,普通用户,432,6552.0,未定义,女,四川省
JRTT_聪明的百香果XU,1058160972935848, ,0,,未定义,无,云南省
DY_安晴,1393936349,其他认证,2418,843.0,未定义,无,河南省
WB_别和我大小声,3552343747,普通用户,1179,2287.0,未定义,女,山东省
WB_欧阳秋叶,1744823950,个人认证-橙V,390954,60420.0,未定义,男,内蒙古自治区
JRTT_乖巧百香果X,716531913205227, ,24,3000.0,未定义,无,内蒙古自治区
JRTT_无心说事,2749259843639351, ,0,,未定义,无,内蒙古自治区
WB_擅长番茄蛋炒饭,6458887522,普通用户,74,8226.0,未定义,女,内蒙古自治区
JRTT_云蒸蔚霞记,3642023872571164, ,0,0.0,未定义,无,内蒙古自治区
JRTT_喝咖啡的李白,97323512801,普通用户,15417,1561.0,未定义,无,内蒙古自治区
JRTT_元芳有看法,55092988118, ,351395,13863.0,未定义,无,内蒙古自治区
DY_睢宁融媒,suiningtv,机构认证,1335875,1342.0,未定义,无,内蒙古自治区
DY_韩笑笑, ,普通用户,0,,未定义,无,内蒙古自治区
WB_灭人器指南,2180373493,个人认证-橙V,25299,7816.0,未定义,女,内蒙古自治区
JRTT_喵喵喵喵阿笨,3702755109115720, ,0,,未定义,无,山东省
JRTT_岁月无痕7465,1154958161875931,普通用户,0,0.0,未定义,无,内蒙古自治区
DY_鲁迅-/哀其不幸，怒其不争,huahua2154321,普通用户,331,143.0,未定义,无,内蒙古自治区
DY_中国民商新闻,79619611544,其他认证,1266385,6751.0,未定义,无,内蒙古自治区
WB_想当个咸鱼没错,5216489376,普通用户,230,43826.0,未定义,女,四川省
JRTT_曹勇琦,52396593610, ,136914,34662.0,未定义,无,内蒙古自治区
WB_貔貅仓鼠球,7523494172,个人认证-橙V,51857,2770.0,未定义,女,其他
DY_生活虐我千百遍    我待生活如初恋,Beyond666888999,其他认证,1697,123.0,未定义,无,其他
DY_简雅a热文,jianya9915,其他认证,59701,1180.0,未定义,无,内蒙古自治区
JRTT_文纪录,2067542616049624, ,0,,未定义,无,内蒙古自治区
JRTT_许愿一夜暴富,743734024080344, ,0,,未定义,无,内蒙古自治区
WYXW_娱乐帝皇丸, ,1000101,4582,1032.0,未定义,无,内蒙古自治区
WB_涂峻苓,1843248994,普通用户,739,4397.0,未定义,男,内蒙古自治区
DY_香港卫视,HKSTV999,其他认证,2921800,5603.0,省级,无,内蒙古自治区
JRTT_四川燕妈妈,2634033877757511, ,3227,970.0,未定义,无,其他
JRTT_小可爱,2361388729903864, ,0,0.0,未定义,无,内蒙古自治区
DY_大漠苍狼（人文、地理）,581360374,其他认证,474,270.0,未定义,无,内蒙古自治区
WB_GrE2n-,5361632207,普通用户,702,16.0,未定义,女,其他
JRTT_正能量小鱼z,4479880684908403, ,0,,未定义,无,内蒙古自治区
WB_Co11atera1,5864563439,普通用户,116,4748.0,未定义,男,四川省
JRTT_蜗牛说法,360281839513661, ,282679,1404.0,未定义,无,内蒙古自治区
JRTT_董哥谈债务,5814699769, ,3835,1232.0,未定义,无,内蒙古自治区
JRTT_久。,165339388713219, ,0,,未定义,无,内蒙古自治区
JRTT_三温叁,4661856444,普通用户,2,0.0,未定义,无,江西省
KS_通化松柏哥,3xbdfkwfahj75ps,普通用户,1188,829.0,未定义,无,内蒙古自治区
DY_主持人王肖欢,95446792,其他认证,9214,167.0,未定义,无,黑龙江省
JRTT_农村小阿泽,1744299874328468, ,0,0.0,未定义,无,内蒙古自治区
JRTT_种花说史,2738253572604288, ,0,,未定义,无,内蒙古自治区
JRTT_淼懂talks,1330878392834108, ,0,,未定义,无,内蒙古自治区
WB_皮老圆,2008101627,个人认证-橙V,69996,27000.0,未定义,女,四川省
JRTT_花花不再花,1755246875914941, ,0,,未定义,无,内蒙古自治区
JRTT_吖风跟实事,521640753762793, ,0,,未定义,无,内蒙古自治区
JRTT_不凡蛋糕Ci,618351350516397, ,0,,未定义,无,内蒙古自治区
WB_逸叽叽叽叽,5968550075,普通用户,345,6166.0,未定义,女,内蒙古自治区
JRTT_周游四海梅梅,2318234284467267, ,0,0.0,未定义,无,内蒙古自治区
WB_sao动这party,7648051015,普通用户,177,18567.0,未定义,女,内蒙古自治区
DY_咏歌,98780757882,普通用户,1259,332.0,未定义,无,内蒙古自治区
DY_??? ? ????·?归??零,44596546584,其他认证,954,4.0,未定义,无,内蒙古自治区
JRTT_仙人沫沫,98903473865,普通用户,34284,433.0,未定义,无,内蒙古自治区
DY_乡村王哥,w18152736921,其他认证,159479,9623.0,未定义,无,内蒙古自治区
DY_故事剪辑讲解,65368652370,普通用户,152,61.0,未定义,无,内蒙古自治区
WB_玩乙女游戏直到经尽人亡,5936241721,普通用户,1441,39416.0,未定义,女,其他
JRTT_百态人生,63289207315, ,413,30.0,未定义,无,内蒙古自治区
JRTT_黄先生0760,2700843324553831, ,1,222.0,未定义,无,广东省
JRTT_今日谈娱,4057613151779623, ,0,,未定义,无,内蒙古自治区
WB_马延明,1589147860,个人认证-橙V,291662,26532.0,未定义,男,内蒙古自治区
KS_口不设岗,3x2e4bu2ruxt2gs,普通用户,179392,6149.0,未定义,无,内蒙古自治区
DY_美墨,meimo26916,普通用户,12134,140.0,未定义,无,浙江省
JRTT_小江讲故事,3953446452213731, ,0,,未定义,无,内蒙古自治区
JRTT_优雅西柚vG,3246231801826813, ,0,,未定义,无,内蒙古自治区
JRTT_教育人看世界,3408115392589176,普通用户,10387,652.0,未定义,无,内蒙古自治区
JRTT_折腾妈vlog,3512280732413674,普通用户,0,,未定义,无,内蒙古自治区
